anrede;vorname;nachname;strasse;nr;plz;ort;kanton;sprachregion;nationaliät;sexcode;mobile_nr;vertrag_nr;konto_nr;auth_device
Herr;Nicolas;Martin;Chemin de Plaisance;47;1630;Bulle;FR;fr;Frankreich;m;+41798876938;21685;CH5300772254335689734;ptan
Herr;Matteo;Vassalli;Via Arbostra;21;6963;Pregassona;TI;it;Italien;m;+41798332859;38350;CH5300772915898351776;ptan
Frau;Anna;Rossi;Oberdorf;1;6214;Schenkon;LU;de;Italien ;w;+41797247250;27366;CH5300772419580996199;ptan
Frau;Marianne;Keller;Schwarzenbachstrasse;3;6295;Mosen;LU;de;Italien ;w;+41798994240;20075;CH5300772874765358911;ptan
Herr;Daniel;Robert;Route de la Pierra-Fatta;4;1756;Onnens FR;FR;fr;Schweiz;m;+41797896528;31327;CH5300772052329799840;ptan
Frau;Silvia;Heini;Willisauerstrasse;14;6248;Alberswil;LU;de;Italien ;w;+41798096929;36435;CH5300772973875546427;ptan
Herr;Giuseppe;Müller;Mauritiusring;11;6023;Rothenburg;LU;de;Schweiz;m;+41798188162;42180;CH5300772831898239880;ptan
Frau;Ruth;Grischott;Peter-Halter-Weg;11;6280;Hochdorf;LU;de;Italien ;w;+41798315479;49594;CH5300772599941944310;mtan
Frau;Daniela;Della Bruna;Sonnenrainstrasse;57;6174;Sörenberg;LU;de;Deutschland;w;+41797205219;44986;CH5300772707576347858;mtan
Herr;Martin;Meyer;Rathausenstrasse;10;6032;Emmen;LU;de;Schweiz;m;+41797638321;31327;CH5300772557884424863;ptan
Frau;Erika;Bucher;Rickenstrasse;4;6122;Menznau;LU;de;Deutschland;w;+41797814958;45344;CH5300772471676981118;mtan
Herr;Davide;Cereghetti;Via Gaggiole;43;6596;Gordola;TI;it;Schweiz;m;+41798307878;23777;CH5300772572313049914;ptan
Herr;Andreas;Keller;Dorf;10;9063;Stein AR;AR;de;Albanien;m;+41798614613;37326;CH5300772472311791204;ptan
Herr;Michael;Müller;Sonnenhofmatte;4;6020;Emmenbrücke;LU;de;Schweiz;m;+41797664203;48254;CH5300772409267154676;ptan
Frau;Tanja;Müller;Lauerzring;2;6010;Kriens;LU;de;Schweiz;w;+41798357874;35458;CH5300772952452328680;ptan
Frau;Monika;Rossi;Singmatt;5;6210;Sursee;LU;de;Deutschland;w;+41797582862;24136;CH5300772275332226587;ptan
Frau;Monika;Kaufmann;Althaus;;6102;Malters;LU;de;Deutschland;w;+41797794196;31805;CH5300772504191453971;ptan
Herr;Marco;Battilana;Kleinzelgstrasse;1;6294;Ermensee;LU;de;Italien ;m;+41798264068;25502;CH5300772656133456721;ptan
Frau;Paola;Kameraj;Laueliweg;15;6174;Sörenberg;LU;de;Deutschland;w;+41798815804;46699;CH5300772059688097295;ptan
Herr;Peter;Huber;St. Gallerstrasse;19;9100;Herisau;AR;de;Albanien;m;+41798844715;26023;CH5300772632712091404;mtan
Herr;Martin;Storrer;Buchenweg;6;9043;Trogen;AR;de;Italien ;m;+41797774927;22811;CH5300772318527276956;ptan
Frau;Rita;Tscherrig;Kasimir-Pfyffer-Strasse;15;6003;Luzern;LU;de;Schweiz;w;+41797104217;46052;CH5300772525128775569;mtan
Herr;Daniel;Meier;Sonnhalderain;35;6030;Ebikon;LU;de;Schweiz;m;+41797222108;46432;CH5300772582889073867;mtan
Herr;Christian;Eggel;Sonnenweg;10;5033;Buchs AG;AG;de;Schweiz;m;+41797172630;25517;CH5300772788267101798;ptan
Frau;Andrea;Lombris;Hübeli;17;6247;Schötz;LU;de;Italien ;w;+41798597222;42555;CH5300772684820830342;ptan
Frau;Elisabeth;Hartmann;Oberdorf;22;6253;Uffikon;LU;de;Italien ;w;+41798437653;20371;CH5300772500941895433;ptan
Herr;Patrick;Meyer;Seetalstrasse;92;6032;Emmen;LU;de;Schweiz;m;+41798128156;46948;CH5300772396828707982;ptan
Herr;Peter;Bagnoud;Brüggligasse;8;6004;Luzern;LU;de;Schweiz;m;+41797733645;25167;CH5300772583901679271;mtan
Frau;Maria;Meyer;Erlenstrasse;2;6020;Emmenbrücke;LU;de;Schweiz;w;+41797443707;29096;CH5300772074329269894;ptan
Frau;Maria;Hartmann;Ledergasse;24;6260;Reidermoos;LU;de;Italien ;w;+41797746284;31550;CH5300772705718036649;mtan
Frau;Sandra;Meier;Buchfeldterrasse;11;6033;Buchrain;LU;de;Schweiz;w;+41798797137;47039;CH5300772968001530885;mtan
Herr;Jean;Schmid;Les Noutes;20;1772;Grolley;FR;fr;Frankreich;m;+41797537408;24371;CH5300772845780052403;ptan
Frau;Claudia;Keller;Halten;646;9107;Urnäsch;AR;de;Bosnien;w;+41797203508;46619;CH5300772793811321185;ptan
Herr;Peter;Meier;Sägholzstrasse;52;9038;Rehetobel;AR;de;Italien ;m;+41797322056;46357;CH5300772070668024105;ptan
Herr;Andreas;Graf;Klinik St. Urban;;4915;St. Urban;LU;de;Schweiz;m;+41798746968;29735;CH5300772378282537909;ptan
Frau;Yvonne;Blöchlinger;Nünegg;2595;9112;Schachen b. Herisau;AR;de;Bosnien;w;+41798162510;46612;CH5300772542745962326;ptan
Frau;Ursula;Guscetti;Strada da l'Ort;45;6915;Pambio-Noranco;TI;it;Italien;w;+41797045233;44062;CH5300772938345956219;ptan
Herr;Davide;Guidotti;Via delle Vigne;13c;6500;Bellinzona;TI;it;Italien;m;+41797987333;20731;CH5300772498783711083;ptan
Herr;Bernard;Fuchs;Herzbergstrasse;12;5033;Buchs AG;AG;de;Schweiz;m;+41797395593;45467;CH5300772674288851381;mtan
Herr;Luca;Ulrich;Neualp;;6163;Ebnet;LU;de;Deutschland;m;+41797505131;37494;CH5300772701171433413;mtan
Frau;Ruth;Obrist;Schlösslihalde;14;6006;Luzern;LU;de;Schweiz;w;+41797043686;27407;CH5300772794709206044;ptan
Frau;Brigitte;Fux;Heuweg;82;5033;Buchs AG;AG;de;Schweiz;w;+41798633828;43034;CH5300772357867614807;ptan
Frau;Maria;Schmid;Stettenbach;7;6022;Grosswangen;LU;de;Schweiz;w;+41798004594;40694;CH5300772252727012706;ptan
Herr;Werner;Schnell;Adligenswilerstrasse;9;6006;Luzern;LU;de;Schweiz;m;+41798746507;36834;CH5300772758519369279;ptan
Frau;Monika;Maina;Bühlerweg;4;6233;Büron;LU;de;Italien ;w;+41797787413;25723;CH5300772209415253840;mtan
Herr;Thomas;Bianchi;Ausserdorf;6;6218;Ettiswil;LU;de;Italien ;m;+41797204201;49887;CH5300772407064341851;ptan
Herr;Bruno;Lüthi;Sengelbachweg;4;5000;Aarau;AG;de;Schweiz;m;+41798104586;41206;CH5300772971359314471;mtan
Herr;Daniel;Hitz;Tolen;1172;9428;Walzenhausen;AR;de;Griechenland;m;+41797536614;34295;CH5300772079689770424;mtan
Herr;François;Guignard;Route de Compois;37;1252;Meinier;GE;fr;Italien;m;+41798102935;29897;CH5300772543679556648;ptan
Herr;Peter;Schneider;Bodenhofterrasse;21;6005;Luzern;LU;de;Schweiz;m;+41798405162;23960;CH5300772697775178158;ptan
Frau;Susanne;Gysin;Alpenstrasse;23;6010;Kriens;LU;de;Schweiz;w;+41797548425;42232;CH5300772897595486566;ptan
Frau;Julie;Audemars;Place de Notre-Dame;12;1700;Fribourg;FR;fr;Frankreich;w;+41797052507;26307;CH5300772700097616564;ptan
Frau;Maria;Föhn;Oberdorf;2;6166;Hasle LU;LU;de;Deutschland;w;+41798426376;33765;CH5300772113035547866;mtan
Frau;Catherine;Roch;Chemin de Marly;19;1245;Collonge-Bellerive;GE;fr;Schweiz;w;+41797444489;28690;CH5300772845071187957;ptan
Frau;Sonia;Cavalli;Haldenmatt;4;6204;Sempach;LU;de;Deutschland;w;+41797628671;43770;CH5300772499698891488;mtan
Herr;Pierre;Martin;Rue Jacques-DALPHIN;54;1227;Carouge GE;GE;fr;Schweiz;m;+41797403003;49607;CH5300772801628497686;mtan
Frau;Andrea;Imfeld;Rotherd;1;6102;Malters;LU;de;Deutschland;w;+41797206333;22949;CH5300772714224236967;ptan
Frau;Karin;Peter;Grüneggstrasse;30a;6005;Luzern;LU;de;Schweiz;w;+41798225990;30020;CH5300772948461792609;ptan
Herr;Andreas;Meier;Kantonsstrasse;6;6353;Weggis;LU;de;Italien ;m;+41798137459;36059;CH5300772426297950671;ptan
Herr;Daniel;Marti;Lindenstrasse;42;6015;Luzern;LU;de;Schweiz;m;+41798322310;37080;CH5300772278968712163;ptan
Frau;Ana;Martin;Chemin des Curiades;75;1233;Bernex;GE;fr;Schweiz;w;+41797194661;37985;CH5300772178721870784;ptan
Herr;Bruno;Fischer;Wiesegrund;11;6024;Hildisrieden;LU;de;Schweiz;m;+41798477755;32821;CH5300772991725800072;ptan
Herr;Marco;Meier;Kehlhofstrasse;10a;6043;Adligenswil;LU;de;Schweiz;m;+41797698645;21879;CH5300772881833393174;ptan
Herr;Pierre;Jordan;Suhrhardweg;32;5033;Buchs AG;AG;de;Schweiz;m;+41798044547;42089;CH5300772451323632146;mtan
Herr;Andreas;Gasser;Reutenenstrasse;8;9042;Speicher;AR;de;Italien ;m;+41798166603;37490;CH5300772299017373108;mtan
Herr;Peter;Zaugg;Signalstrasse;29;5000;Aarau;AG;de;Schweiz;m;+41797454281;20684;CH5300772820400819126;ptan
Frau;Verena;Gehring;Läbel;362;9064;Hundwil;AR;de;Albanien;w;+41797712373;49320;CH5300772834083968112;mtan
Herr;Walter;Bianchi;Biogno;18;6981;Biogno-Beride;TI;it;Schweiz;m;+41798796714;22446;CH5300772731341051296;ptan
Frau;Maria;Bucher;Wegmattstrasse;15;6048;Horw;LU;de;Schweiz;w;+41798407584;44325;CH5300772733534836805;ptan
Frau;Sandra;Gysin;Amlehnhalde;28;6010;Kriens;LU;de;Schweiz;w;+41797173323;40597;CH5300772890172275086;ptan
Frau;Claudia;De Bolla;Via al Pero;19b;6852;Genestrerio;TI;it;Albanien;w;+41798612820;46397;CH5300772037275289657;ptan
Frau;Monika;Laube;Seetalstrasse;102;6032;Emmen;LU;de;Schweiz;w;+41797112453;20404;CH5300772246974781632;ptan
Frau;Lucia;Meier;Menzbergstrasse;21;6130;Willisau;LU;de;Deutschland;w;+41798588041;29684;CH5300772863568560154;ptan
Frau;Melanie;Weber;Faltlig;1353;9107;Urnäsch;AR;de;Bosnien;w;+41797008242;25399;CH5300772789526431340;ptan
Herr;Andreas;Domeniconi;Riedhof;1;6222;Gunzwil;LU;de;Italien ;m;+41797728481;30386;CH5300772566969586144;ptan
Herr;Marco;Sgier;Hübelistrasse;10;6248;Alberswil;LU;de;Italien ;m;+41798676344;28003;CH5300772236179824119;mtan
Frau;Nicole;Simon;Tannegg;3;6005;St. Niklausen LU;LU;de;Schweiz;w;+41798286040;21749;CH5300772686195058380;ptan
Frau;Daniela;Lehmann;Zimmeregg;32;6014;Luzern;LU;de;Schweiz;w;+41797676147;25150;CH5300772931119508701;mtan
Frau;Ursula;Pedrazzi;Ebnet;5;6231;Schlierbach;LU;de;Italien ;w;+41797214092;31956;CH5300772869437529984;mtan
Herr;Daniel;Pereira;Chemin des Mollies;39;1293;Bellevue;GE;fr;Schweiz;m;+41798286206;20451;CH5300772072152532000;ptan
Frau;Nicole;Eicher;Rosentalweg;2;9410;Heiden;AR;de;Frankreich;w;+41797954626;46019;CH5300772734331264679;ptan
Herr;Michael;Lanz;Riffigmatte;1;6020;Emmenbrücke;LU;de;Schweiz;m;+41798454395;32949;CH5300772482648709514;ptan
Herr;Peter;Birrer;Herrenwaldstrasse;6;6122;Menznau;LU;de;Deutschland;m;+41798544900;42985;CH5300772809731965959;ptan
Herr;Peter;Frei;Blumenweg;3;6033;Buchrain;LU;de;Schweiz;m;+41797783548;26805;CH5300772772781610164;mtan
Frau;Anne;Nguyen;Impasse du Jura;27;1754;Avry-sur-Matran;FR;fr;Schweiz;w;+41798926776;32089;CH5300772990924078151;ptan
Herr;Philippe;Pittet;Clos d'Amont;41;1638;Morlon;FR;fr;Schweiz;m;+41797096501;43931;CH5300772319542773554;ptan
Frau;Monika;Keller;Alte Landstrasse;246;9427;Wolfhalden;AR;de;Spanien;w;+41798672129;33956;CH5300772643770861983;ptan
Frau;Sonja;Bernet;Paradiesstrasse;10;9410;Heiden;AR;de;Frankreich;w;+41798654287;46985;CH5300772500950609189;ptan
Frau;Daniela;Salmina;Via Collina;172;6714;Semione;TI;it;Albanien;w;+41798707166;21155;CH5300772583294910300;ptan
Frau;Laura;Martignoni;Via San Nicolao;10;6598;Tenero;TI;it;Schweiz;w;+41798405022;48233;CH5300772062800898972;mtan
Frau;Barbara;Martin;Route de Loëx;13;1213;Onex;GE;fr;Schweiz;w;+41797976727;37968;CH5300772567932899875;ptan
Frau;Cinzia;Ulrich;Meiershalde;5;6162;Entlebuch;LU;de;Deutschland;w;+41798557777;38557;CH5300772724541997650;mtan
Herr;Peter;Werlen;Untergütschstrasse;38;6003;Luzern;LU;de;Schweiz;m;+41797223893;47693;CH5300772259340658692;mtan
Herr;Nicola;Jori;Alte Grenzstrasse;12;6204;Sempach;LU;de;Deutschland;m;+41798428320;45312;CH5300772633729014392;ptan
Herr;Andreas;Hausammann;Vorderer Sonder;621;9103;Schwellbrunn;AR;de;Kosovo;m;+41798694343;37497;CH5300772194718740780;ptan
Herr;Josef;Lüpold;Föhrenweg;6;6144;Zell LU;LU;de;Deutschland;m;+41797566030;36229;CH5300772822792343685;ptan
Herr;Peter;Meier;Kapfweg;4;6020;Emmenbrücke;LU;de;Schweiz;m;+41797078375;42551;CH5300772888934238404;ptan
Frau;Karin;Meier;Langenzihlstrasse;2;6353;Weggis;LU;de;Italien ;w;+41798586766;48480;CH5300772143779238795;mtan
Frau;Laura;Cereda;Waldstrasse;21;6173;Flühli LU;LU;de;Deutschland;w;+41798056827;35384;CH5300772088305371698;ptan
Herr;Franz;Arnet;Marktweg;8;6110;Wolhusen;LU;de;Deutschland;m;+41797346004;30846;CH5300772755077817154;mtan
Herr;Daniel;Meier;Sonnhalde;15;6038;Gisikon;LU;de;Schweiz;m;+41797438634;36090;CH5300772464792985428;mtan
Herr;Michael;Wasescha;Feldstrasse;8;6280;Hochdorf;LU;de;Italien ;m;+41798367859;45855;CH5300772061942015637;ptan
Herr;Alessandro;Martignoni;Hauptstrasse;64;6182;Escholzmatt;LU;de;Deutschland;m;+41798268891;23449;CH5300772075503076741;ptan
Herr;Nicolas;Aubert;Avenue de Bel-Air;62;1225;Chêne-Bourg;GE;fr;Schweiz;m;+41797827082;39496;CH5300772306326837103;ptan
Frau;Monika;Meier;Hautetenstrasse;824;9062;Lustmühle;AR;de;Albanien;w;+41798915971;24895;CH5300772410198661508;ptan
Herr;Marco;Prest;Schönegghalde;8;6206;Neuenkirch;LU;de;Deutschland;m;+41797535749;29895;CH5300772661850553911;ptan
Frau;Susanne;Müller;Güetli;197;9428;Walzenhausen;AR;de;Griechenland;w;+41798808409;44902;CH5300772147405640450;ptan
Frau;Maria;Bianchi;Via Carmena;22;6583;S. Antonio (Val Morobbia);TI;it;Italien;w;+41798433982;41257;CH5300772917491836155;ptan
Herr;Peter;Hohenegger;Alte Landstrasse;8;6285;Hitzkirch;LU;de;Italien ;m;+41797905766;38874;CH5300772237289104866;mtan
Frau;Monika;Ritter;Tscharnetstrasse;8;6010;Kriens;LU;de;Schweiz;w;+41797767486;22225;CH5300772574148783418;mtan
Frau;Laura;Planzer;Büelgade;;6170;Schüpfheim;LU;de;Deutschland;w;+41797163365;38677;CH5300772243869351393;ptan
Frau;Sophie;Jakaj;Esplanade des Récréations;4;1217;Meyrin;GE;fr;Frankreich;w;+41797778707;23812;CH5300772485084804388;mtan
Herr;Josef;Engeli;Dorf;31;9103;Schwellbrunn;AR;de;Kosovo;m;+41797368655;31415;CH5300772447231709176;ptan
Frau;Melanie;Plüss;Schaubhus;10;6020;Emmenbrücke;LU;de;Schweiz;w;+41797962008;37755;CH5300772167283476504;ptan
Frau;Sandra;Ambühl;Junkerstrasse;33;6280;Hochdorf;LU;de;Italien ;w;+41797347884;38423;CH5300772754619285219;ptan
Frau;Susanne;Vogt;Sternmattstrasse;6;6032;Emmen;LU;de;Schweiz;w;+41798188091;24753;CH5300772480467486935;ptan
Herr;Andreas;Marti;Himmelrichstrasse;49;6010;Kriens;LU;de;Schweiz;m;+41797238381;44627;CH5300772295234085884;ptan
Frau;Silvia;Leder;Rasiweg;12;6030;Ebikon;LU;de;Schweiz;w;+41797715997;26203;CH5300772873605367681;ptan
Herr;Hans;Lengen;Zopfstrasse;1;5735;Pfeffikon LU;LU;de;Schweiz;m;+41798146140;20017;CH5300772826081930510;ptan
Frau;Anna;Masa;Lochgut;3;6182;Escholzmatt;LU;de;Deutschland;w;+41798608598;49821;CH5300772056793880345;ptan
Herr;Nicolas;Girod;Impasse des Saules;9;1724;Le Mouret;FR;fr;Schweiz;m;+41798165389;41095;CH5300772125989920368;mtan
Herr;Michael;Trachsel;Dammweg;52;5000;Aarau;AG;de;Schweiz;m;+41797058253;27679;CH5300772873836440640;ptan
Frau;Christine;Steiner;Laurenzenvorstadt;69;5000;Aarau;AG;de;Schweiz;w;+41797367480;31860;CH5300772303708078364;mtan
Frau;Maria;Ombelli;Via Vallone;8;6929;Gravesano;TI;it;Schweiz;w;+41798485261;24244;CH5300772444777396709;mtan
Herr;Andreas;Rizzi;Zihlweid;19;6280;Hochdorf;LU;de;Italien ;m;+41798166324;20531;CH5300772809019342931;ptan
Frau;Maria;Wiedmer;Hintere Bahnhofstrasse;48;5000;Aarau;AG;de;Schweiz;w;+41797472392;48624;CH5300772604070977738;ptan
Herr;Mattia;Del Don;Lauelistrasse;31;6174;Sörenberg;LU;de;Deutschland;m;+41798995311;47503;CH5300772338787030358;ptan
Herr;Markus;Borer;Landschauterrasse;7;6006;Luzern;LU;de;Schweiz;m;+41798103128;36974;CH5300772914762560476;ptan
Herr;Andreas;Meier;Ilgenstrasse;3;9042;Speicher;AR;de;Italien ;m;+41798682462;41678;CH5300772204073871233;mtan
Frau;Christine;Grossniklaus;Wissenbachstrasse;15;5023;Biberstein;AG;de;Schweiz;w;+41797732589;41744;CH5300772030286128821;ptan
Herr;Hans;Flückiger;Im Hubel;7;6020;Emmenbrücke;LU;de;Schweiz;m;+41797277900;26407;CH5300772113621474682;mtan
Herr;Stefan;Zeugin;Steinhofstrasse;13;6005;Luzern;LU;de;Schweiz;m;+41798755555;39973;CH5300772954902242616;mtan
Herr;Thomas;Benninger;Chriesbaumhofstrasse;17;6404;Greppen;LU;de;Italien ;m;+41797367543;29851;CH5300772322188245320;ptan
Herr;Urs;Somazzi;Joderfeldweg;1a;6221;Rickenbach LU;LU;de;Italien ;m;+41797617505;24743;CH5300772803777559111;ptan
Herr;Hans;Gobbi;Hofrainstrasse;11;6205;Eich;LU;de;Deutschland;m;+41797598895;46527;CH5300772270060991827;ptan
Herr;Markus;Pacolli;Schuelgass;1;6215;Beromünster;LU;de;Italien ;m;+41797934100;26317;CH5300772788825860560;ptan
Herr;Christophe;Vuille;Route de Cormanon;35;1752;Villars-sur-Glâne;FR;fr;Frankreich;m;+41798684362;43157;CH5300772124209490818;ptan
Herr;Urs;Shala;Schülen-Oberhus;;6130;Willisau;LU;de;Deutschland;m;+41798138458;20766;CH5300772116683275998;ptan
Herr;Andreas;Müller;Liebenauweg;11;6006;Luzern;LU;de;Schweiz;m;+41798463925;49930;CH5300772133032865327;ptan
Herr;Julien;Baudin;Route de la Rochetta;14a;1566;Les Friques;FR;fr;Schweiz;m;+41797983998;29286;CH5300772052065667833;mtan
Herr;Peter;Kälin;Striland;681;9428;Walzenhausen;AR;de;Griechenland;m;+41797065091;22299;CH5300772276036917235;mtan
Herr;Marco;Colombo;Frieslirain;10;6210;Sursee;LU;de;Deutschland;m;+41798887518;36263;CH5300772107788173175;ptan
Herr;Nicolas;Best;Route de Sauverny;25;1290;Versoix;GE;fr;Frankreich;m;+41798518887;20674;CH5300772433057870273;mtan
Herr;Thomas;Müller;Oberdorfstrasse;19;4806;Wikon;LU;de;Schweiz;m;+41797044588;36791;CH5300772221766262571;ptan
Herr;Walter;Santschi;Obere Hungerbergstrasse;54;5000;Aarau;AG;de;Schweiz;m;+41798073478;28778;CH5300772420449662816;ptan
Herr;Pascal;Meier;Sälihalde;11;6005;Luzern;LU;de;Schweiz;m;+41797963081;21313;CH5300772743363996214;ptan
Herr;Philippe;Aubert;Route de Chêne;68;1208;Genève;GE;fr;Bosnien;m;+41798133326;38563;CH5300772689761077365;ptan
Herr;Peter;Flury;Juchweg;33;6012;Obernau;LU;de;Schweiz;m;+41798425115;24189;CH5300772064013496368;ptan
Herr;Andreas;Schmid;Schulhausstrasse;5;9100;Herisau;AR;de;Kosovo;m;+41797652018;43267;CH5300772869565548288;ptan
Herr;Thomas;Bühler;Luzernstrasse;97;6102;Malters;LU;de;Deutschland;m;+41798622595;37432;CH5300772131157331216;ptan
Frau;Maria;Bähler;Laurenzenvorstadt;73;5000;Aarau;AG;de;Schweiz;w;+41797635751;20435;CH5300772480770357970;ptan
Herr;Peter;Bajramoski;Kreuzstrasse;6;9100;Herisau;AR;de;Kosovo;m;+41798884598;49503;CH5300772892912562553;mtan
Herr;Daniel;Gaillard;Boulevard des Tranchées;40;1206;Genève;GE;fr;Schweiz;m;+41797038330;30130;CH5300772175107252918;ptan
Frau;Rita;Lang;Strickmatt;1;6143;Ohmstal;LU;de;Deutschland;w;+41798163210;20569;CH5300772848188747682;mtan
Frau;Maria;Müller;Dorfplatz;12;9056;Gais;AR;de;Albanien;w;+41797743960;21235;CH5300772803675913471;mtan
Herr;Francesco;Vassalli;Schellenrainstrasse;16;6210;Sursee;LU;de;Deutschland;m;+41797092075;39325;CH5300772163799737656;ptan
Herr;Paul;Arnold;Tannenloch;;6133;Hergiswil b. Willisau;LU;de;Deutschland;m;+41798524073;40017;CH5300772989936608121;ptan
Frau;Christine;Bürki;Luzernerstrasse;14;4806;Wikon;LU;de;Schweiz;w;+41797124696;28018;CH5300772408009518380;ptan
Frau;Daniela;Volken;Sälihalde;19;6005;Luzern;LU;de;Schweiz;w;+41797863370;21314;CH5300772193609581951;ptan
Herr;Marco;Oeschger;Chlewald;3;6026;Rain;LU;de;Schweiz;m;+41798416462;28136;CH5300772389158464571;mtan
Herr;Stefan;Eggen;Westallee;9;5000;Aarau;AG;de;Schweiz;m;+41797196129;31139;CH5300772852752681121;ptan
Frau;Ruth;Gredig;Gorgen;2;6275;Ballwil;LU;de;Italien ;w;+41798068202;27384;CH5300772808633435048;mtan
Herr;David;Hutin;Chemin de Clairejoie;6c;1225;Chêne-Bourg;GE;fr;Frankreich;m;+41797695234;34658;CH5300772020101946293;mtan
Frau;Monica;Peter;Im Grund;17;6130;Willisau;LU;de;Deutschland;w;+41797838013;36681;CH5300772194893982068;ptan
Frau;Susanne;Schlienger;Wesemlinstrasse;78;6006;Luzern;LU;de;Schweiz;w;+41797552070;37839;CH5300772382972845270;ptan
Frau;Nathalie;Roy;Chemin de la Plamatte;10;1228;Plan-les-Ouates;GE;fr;Schweiz;w;+41798453780;32984;CH5300772131947372899;ptan
Frau;Sandra;Manzocchi;ai Limòsni;22;6953;Lugaggia;TI;it;Schweiz;w;+41797377754;47699;CH5300772110046336449;ptan
Herr;Andreas;Rietmann;Gossauerstrasse;120;9100;Herisau;AR;de;Kosovo;m;+41797137371;25999;CH5300772573892691970;ptan
Frau;Jacqueline;Pasche;Route de La-Chapelle;14a;1212;Grand-Lancy;GE;fr;Schweiz;w;+41797718614;33006;CH5300772814757005161;ptan
Frau;Margrit;Roggensinger;Schwellbrunnerstrasse;22;9100;Herisau;AR;de;Albanien;w;+41798736894;38579;CH5300772725378089025;ptan
Herr;Christian;Gerber;Stockmattstrasse;9;5000;Aarau;AG;de;Schweiz;m;+41798915927;32514;CH5300772588202510382;mtan
Herr;Daniel;Müller;Haltenriedstrasse;35;6045;Meggen;LU;de;Schweiz;m;+41797377670;41097;CH5300772646346336408;mtan
Frau;Ursula;Schmid;Rudolfstrasse;9;6023;Rothenburg;LU;de;Schweiz;w;+41797835115;22620;CH5300772275800528286;ptan
Frau;Sandra;Gerber;Chriesiweg;27;6020;Emmenbrücke;LU;de;Schweiz;w;+41797314916;47847;CH5300772917018139370;ptan
Frau;Maria;Baumann;Schluchen;4;6020;Emmenbrücke;LU;de;Schweiz;w;+41797603265;33165;CH5300772472997679973;ptan
Frau;Beatrice;Danuser;Dorfstrasse;30;6265;Roggliswil;LU;de;Italien ;w;+41798927757;40658;CH5300772079554769561;ptan
Frau;Marion;Schmid;Röhrlistrasse;35;6353;Weggis;LU;de;Italien ;w;+41797506227;43274;CH5300772952167834880;mtan
Frau;Ruth;Keller;Wädlen;397;9063;Stein AR;AR;de;Albanien;w;+41798696095;49925;CH5300772617619955297;ptan
Frau;Ruth;Schmid;Unterwilrain;54;6014;Luzern;LU;de;Schweiz;w;+41797962351;35850;CH5300772984361849975;mtan
Frau;Maria;Musso;Via Soldini;14f;6830;Chiasso;TI;it;Schweiz;w;+41798862666;20272;CH5300772820848943563;mtan
Frau;Magdalena;Cereghetti;Zellmatte;7;6214;Schenkon;LU;de;Italien ;w;+41798158710;37986;CH5300772064259189321;ptan
Frau;Barbara;Wicki;Bahnhofstrasse;3;6105;Schachen LU;LU;de;Deutschland;w;+41798952063;25770;CH5300772404452052970;ptan
Frau;Barbara;Hitz;Lachen;731;9428;Walzenhausen;AR;de;Griechenland;w;+41798804754;39388;CH5300772253758396024;ptan
Frau;Elisabeth;Picenoni;Nunwil;5;6283;Baldegg;LU;de;Italien ;w;+41797958961;30854;CH5300772693496100085;ptan
Frau;Heidi;Darani;Oberdorfstrasse;6;6207;Nottwil;LU;de;Deutschland;w;+41798595354;44614;CH5300772707778837276;mtan
Herr;Andreas;Kälin;Derbelen;778;9428;Walzenhausen;AR;de;Griechenland;m;+41797503961;29035;CH5300772169143339203;ptan
Frau;Elisabeth;Crivelli;Lindenhofweg;7;6215;Beromünster;LU;de;Italien ;w;+41797808998;43553;CH5300772503449985253;mtan
Herr;Stefan;Hunziker;Flühliweg;10;6045;Meggen;LU;de;Schweiz;m;+41797428563;25673;CH5300772112782348123;mtan
Frau;Monika;Soldati;Bifangstrasse;1;6233;Büron;LU;de;Italien ;w;+41797542369;20457;CH5300772995642374692;ptan
Herr;Thomas;Feuz;Chesletenrain;11;5023;Biberstein;AG;de;Schweiz;m;+41798867473;27541;CH5300772854420473629;ptan
Frau;Maria;Bucher;Kantonsstrasse;84;6048;Horw;LU;de;Schweiz;w;+41798412648;42507;CH5300772423606262303;ptan
Herr;Daniel;Nadig;Bahnhofstrasse;16;6244;Nebikon;LU;de;Italien ;m;+41797053160;34089;CH5300772057035942438;ptan
Frau;Verena;Alispach;Zumhofstrasse;68;6010;Kriens;LU;de;Schweiz;w;+41798446087;31376;CH5300772599091989413;ptan
